,utterance_id,speaker,start,end,duration,energy,zcr,f0_mean,Factor1,Factor2
0,0,A,3.43,5.407,1.9769999999999999,7.7793055e-05,0.07587260584677419,202.28591683586365,0.022435407482437445,0.1570642172089204
1,1,A,6.767,9.043,2.275999999999999,6.564839e-05,0.039693196614583336,177.62156136523922,-0.43525610611419835,-0.27435238716861715
2,2,A,9.85,10.863,1.013,7.19633e-05,0.0500030517578125,196.66093573706502,-0.18410869395972423,-0.44904111450536804
3,3,A,11.33,12.157,0.827,3.075555e-05,0.06524188701923077,175.94835548650832,-0.23234954023894583,-0.08539980736842066
4,4,A,13.09,15.843,2.753,3.922248e-05,0.07192887931034483,167.0967775861056,-0.29621345267398214,0.4525816964338178
5,5,A,16.803,19.51,2.7070000000000007,5.6391098e-05,0.09269875919117647,184.65045594908182,-0.0042173294267380135,0.702284454069204
6,6,A,20.397,22.39,1.993000000000002,7.219471e-05,0.056632874503968256,226.75631860702674,-0.006308032942049443,-0.3236095474788738
7,7,A,23.166,26.382,3.216000000000001,2.611111e-05,0.0914729656559406,172.12265040977988,-0.1518783883682424,0.8581941952507756
8,8,A,26.394,27.13,0.7360000000000007,3.167761e-06,0.055277506510416664,84.8098831762914,-0.8538100268113072,0.2689274269703393
9,9,A,28.008,30.812,2.804000000000002,2.133923e-05,0.09659090909090909,195.5190024886065,0.028238170065096237,0.7310841500053058
10,10,A,35.77,37.08,1.3099999999999952,3.2747117e-05,0.03880049542682927,254.76800941491126,-0.027216466753136787,-0.9283749486625268
11,11,A,37.237,38.477,1.2399999999999949,1.8547518e-05,0.053360376602564104,200.67713887932516,-0.22782844467889996,-0.3606789554245055
12,12,A,43.542,44.731,1.189,1.6011123e-05,0.04610402960526316,159.17344131625902,-0.5166232159915431,-0.2508726598385923
13,13,A,45.067,47.308,2.2409999999999997,2.6553524e-05,0.05519641285211268,152.06735639688682,-0.5112006342234967,0.1513113920471089
14,14,A,47.658,49.43,1.7719999999999985,4.9171707e-05,0.05751255580357143,207.9053736407086,-0.1296296660384286,-0.2341074468793265
15,15,A,49.43,49.96,0.5300000000000011,6.5786235e-06,0.056382123161764705,100.73049531708843,-0.7431105446162519,0.15356610333304394
16,16,A,49.97,51.181,1.2109999999999985,4.2088427e-06,0.029656661184210526,129.70331647560116,-0.8302900276365173,-0.35902988737874775
17,17,A,57.308,58.594,1.2860000000000014,0.0001254085,0.07277772484756098,236.20913257617084,0.2881321532234291,-0.2403196129730256
