,utterance_id,speaker,start,end,duration,energy,zcr,f0_mean,Factor1,Factor2,Factor3
0,0,A,0.437,0.747,0.31,7.009234e-06,0.042626953125,98.31692506927236,-0.892014260137536,-0.08082421834654634,-0.05993088588256677
1,1,A,7.457,8.45,0.9929999999999994,0.00010593683,0.068267822265625,110.87644063463182,-0.13567762403322942,-0.0864550194811203,-0.016601916845199762
2,2,A,8.74,10.11,1.3699999999999992,0.00010735174,0.060524164244186045,108.03659176287083,-0.26101546383455176,-0.03181211102822396,0.05580265527856118
3,3,A,14.09,14.453,0.36299999999999955,9.632906e-05,0.025553385416666668,104.55001002361409,-1.0754643093628677,0.042719265675300294,-0.12669971130538338
4,4,A,17.337,18.207,0.870000000000001,0.00021112476,0.07393973214285714,106.87551083815337,-0.12343623935994376,-0.11551008921192224,0.0020730021802223175
5,5,A,20.467,20.663,0.1960000000000015,0.00094340846,0.06549944196428571,140.69163607187997,0.1939816041436861,0.13745126641052402,-0.4003080635446077
6,6,A,20.667,21.537,0.8699999999999974,0.00016544785,0.0506591796875,102.57693187094166,-0.5984042003003607,-0.030527204504163713,0.004615816551333563
7,7,A,22.77,25.86,3.09,9.7244454e-05,0.061322084407216496,139.04095277051428,0.5302048461022477,0.1995702818869762,0.08452823987642613
8,8,A,27.709,29.895,2.186,5.799772e-05,0.07488394474637682,128.8360343972458,0.4587651288538369,0.02505896703373655,0.040872381948178924
9,9,A,29.982,30.632,0.6500000000000021,3.780803e-06,0.053873697916666664,108.40060494251148,-0.4772767662749211,-0.07339083921115953,-0.0704054064037009
10,10,A,37.923,39.37,1.4469999999999956,1.1433504e-05,0.07365616508152174,126.65720957061234,0.29064377165502964,-0.04104684511316538,-0.06127085997089891
11,11,A,42.1,42.57,0.46999999999999886,4.4271437e-05,0.03017578125,101.24112013596977,-1.0347401674397878,0.007094766531428143,-0.07571876845621182
12,12,A,44.143,45.897,1.7539999999999978,0.005463609,0.07046342329545455,128.12510210302113,0.2833836830887534,1.0782670136235928,-0.11185608827570914
13,13,A,45.9,46.35,0.45000000000000284,0.00079752086,0.10201822916666667,108.56286568266634,0.3257489291131263,-0.15668593657958554,-0.04850954363159769
14,14,A,46.35,47.387,1.036999999999999,6.4963206e-05,0.09718276515151515,165.34014099767523,1.2854109250337613,-0.035149554481796824,-0.40509714540200464
15,15,A,47.397,49.843,2.446000000000005,0.00012955072,0.04736328125,150.41010632482272,0.38286069540965073,0.26345654652473255,-0.13005016017255336
16,16,A,50.717,51.613,0.8960000000000008,2.255931e-05,0.04269935344827586,106.65833922363336,-0.6632530096857701,-0.005126407359541317,-0.03290067606181761
17,17,A,52.013,55.333,3.3200000000000003,1.219816e-05,0.08466515174278846,119.08102642880463,0.6341927581435848,0.02024051578538992,0.31550408470718516
18,18,A,55.99,56.927,0.9369999999999976,7.73666e-06,0.067041015625,127.9138682211856,0.1209590445882755,-0.04430380399252999,-0.16241422595554875
19,19,A,58.597,64.58,5.982999999999997,8.635931e-05,0.047431170621657755,117.58063548569021,0.3623115132710546,0.4023323124882654,0.7016215732846784
20,20,A,65.253,65.703,0.45000000000000284,1.4532224e-05,0.0302734375,104.92855167851717,-0.9740518355875073,0.012253583965744854,-0.10790271663801068
21,21,A,66.187,66.597,0.4099999999999966,7.0150786e-06,0.02599158653846154,103.12759969139186,-1.0843455618277227,0.02152602587978602,-0.10576725081537199
22,22,A,73.39,73.767,0.37699999999999534,1.8053286e-05,0.018025716145833332,99.91034292160327,-1.2812096094903482,0.04726728394564764,-0.09659923272522139
23,23,A,77.15,78.207,1.056999999999988,0.00017569904,0.0656881893382353,101.4719263859123,-0.3288381159771144,-0.08892215915625347,0.06439320368690613
24,24,A,78.543,79.407,0.8639999999999901,1.4241744e-05,0.0869140625,117.907766277173,0.2861864764840087,-0.17681835516705846,-0.06614855934891999
25,25,A,81.43,82.217,0.7869999999999919,2.8246628e-05,0.034609375,109.56906005537549,-0.7707964210602979,0.03604813108889334,-0.08515825989785261
26,26,A,88.587,89.07,0.4829999999999899,7.1678296e-06,0.037506103515625,102.51068044472274,-0.8844390654249229,-0.029155504290630567,-0.07297041986700344
