,utterance_id,speaker,start,end,duration,energy,zcr,f0_mean,Factor1,Factor2,Factor3
0,0,A,3.43,5.407,1.9769999999999999,7.7793055e-05,0.07587260584677419,202.28591683586365,-0.0009520259850227109,0.1609787056392036,0.2460857813343978
1,1,A,6.767,9.043,2.275999999999999,6.564839e-05,0.039693196614583336,177.62156136523922,-0.36483268382541706,-0.2650169581606326,0.259679915030022
2,2,A,9.85,10.863,1.013,7.19633e-05,0.0500030517578125,196.66093573706502,-0.031168409274211283,-0.4623699242044917,-0.011489271294709502
3,3,A,11.33,12.157,0.827,3.075555e-05,0.06524188701923077,175.94835548650832,-0.2007710713706087,-0.16168433724184328,-0.15901081832973582
4,4,A,13.09,15.843,2.753,3.922248e-05,0.07192887931034483,167.0967775861056,-0.4471939531458221,0.4241997260151491,0.3153310762790295
5,5,A,16.803,19.51,2.7070000000000007,5.6391098e-05,0.09269875919117647,184.65045594908182,-0.20840330372615554,0.6839153736469097,0.3541117818670457
6,6,A,20.397,22.39,1.993000000000002,7.219471e-05,0.056632874503968256,226.75631860702674,0.14143594905431936,-0.28143766905904694,0.3787426812588367
7,7,A,23.166,26.382,3.216000000000001,2.611111e-05,0.0914729656559406,172.12265040977988,-0.41432793801122,0.8256973500096434,0.44539676507051784
8,8,A,26.394,27.13,0.7360000000000007,3.167761e-06,0.055277506510416664,84.8098831762914,-1.0339368222602334,0.08720661948171676,-0.5656161051761558
9,9,A,28.008,30.812,2.804000000000002,2.133923e-05,0.09659090909090909,195.5190024886065,-0.16373972045969598,0.703786191090986,0.4318164711274856
10,10,A,35.77,37.08,1.3099999999999952,3.2747117e-05,0.03880049542682927,254.76800941491126,0.3442850371156878,-0.8856570963539411,0.34366439665276993
11,11,A,37.237,38.477,1.2399999999999949,1.8547518e-05,0.053360376602564104,200.67713887932516,-0.08565462989529558,-0.39624624770724215,0.07619480453314137
12,12,A,43.542,44.731,1.189,1.6011123e-05,0.04610402960526316,159.17344131625902,-0.4580100801052431,-0.3268249056617388,-0.11100054264177266
13,13,A,45.067,47.308,2.2409999999999997,2.6553524e-05,0.05519641285211268,152.06735639688682,-0.5877652219281091,0.0981618762742407,0.13115078212878356
14,14,A,47.658,49.43,1.7719999999999985,4.9171707e-05,0.05751255580357143,207.9053736407086,-0.025223370698139395,-0.23205725502723779,0.24071251986135547
15,15,A,49.43,49.96,0.5300000000000011,6.5786235e-06,0.056382123161764705,100.73049531708843,-0.8688884578554394,-0.016673429881969116,-0.5537390324996256
16,16,A,49.97,51.181,1.2109999999999985,4.2088427e-06,0.029656661184210526,129.70331647560116,-0.775497083459442,-0.4585420345048019,-0.21411622647574524
17,17,A,57.308,58.594,1.2860000000000014,0.0001254085,0.07277772484756098,236.20913257617084,0.4176475518434787,-0.19205215691114383,0.199620098482145
18,18,A,58.594,59.562,0.9679999999999964,1.9429639e-05,0.06385458669354839,193.0567078910258,-0.08996569296601489,-0.2422173523935383,-0.04197077480776065
19,19,A,62.85,63.382,0.5319999999999965,0.00016823344,0.17362706801470587,242.49016411361796,0.9048467504077142,1.3232229970769522,-0.09197262884698713
20,20,A,63.382,63.841,0.4590000000000032,3.601349e-05,0.07613932291666667,190.1858594908688,-0.00180743535344354,-0.12773962284128823,-0.20901267144187013
21,21,A,63.841,64.431,0.5899999999999963,0.000120647404,0.047877261513157895,220.46002376029938,0.2774752397437455,-0.6896105420804837,-0.030855354606279507
22,22,A,65.523,65.946,0.4230000000000018,7.151167e-05,0.05036272321428571,242.88158653411023,0.4243741154970023,-0.8141158779643702,0.030486868992557568
23,23,A,66.138,68.05,1.911999999999992,8.01553e-06,0.0326171875,171.0551417688738,-0.48355656093423627,-0.4549972420485772,0.1527471815449217
24,24,A,69.427,69.854,0.4269999999999925,2.3788978e-06,0.03595842633928571,159.30891273826919,-0.4254209832591337,-0.6722759038157512,-0.30325103733155917
25,25,A,71.547,75.942,4.394999999999996,2.7317832e-05,0.06861766870471014,196.16495399050177,-0.39892679578219203,0.5848479316051673,0.893571321220555
26,26,A,82.423,83.05,0.6269999999999953,2.086332e-05,0.0264404296875,155.01671975646946,-0.484956762818854,-0.7597634029943738,-0.2620980790543345
27,27,A,84.523,84.892,0.3689999999999998,7.83904e-06,0.020711263020833332,164.48185195147255,-0.4122606896509448,-0.9648523030673691,-0.2817038144741132
28,28,A,85.573,86.981,1.4080000000000013,1.2725219e-05,0.04390190972222222,184.49321126875628,-0.276725977691575,-0.44095328410613044,0.06211487027764249
29,29,A,87.48,88.596,1.1159999999999997,4.2362594e-06,0.12257254464285715,137.3242666222188,-0.42913488516656495,1.0459267737389069,-0.3033062072836748
30,30,A,88.838,89.971,1.1330000000000098,3.97737e-06,0.07718912760416667,162.0193351990139,-0.35388382197690954,0.16496218775595264,-0.1433779343705266
31,31,A,90.006,91.381,1.375,1.2531523e-05,0.10275481468023256,144.0767115557316,-0.44526977726393857,0.7400440868526774,-0.18482853399762156
32,32,A,100.408,101.194,0.7860000000000014,4.0014707e-05,0.065703125,214.89980832993948,0.14908207691839936,-0.3506209268064108,-0.00235474993883012
33,33,A,101.194,101.9,0.7060000000000031,3.6693895e-05,0.06014351222826087,164.0044848033821,-0.2962330430328185,-0.2132804700612684,-0.24007030355698455
34,34,A,101.9,103.258,1.3579999999999899,0.00011480896,0.0631813226744186,267.2297201800698,0.6310508604013929,-0.49397285884859965,0.36718821787545564
35,35,A,104.254,106.008,1.7539999999999907,0.00043680222,0.07587890625,204.6908766474235,0.5442583575916092,0.2404437635353046,0.11483358902331922
36,36,A,109.704,110.969,1.2650000000000006,1.110512e-06,0.05821533203125,124.14082130586056,-0.7493525794252625,0.05989560604668832,-0.2528494477780717
37,37,A,112.908,117.508,4.599999999999994,4.514802e-05,0.053351508246527776,174.49730278553204,-0.6244702453095826,0.4868307616372263,0.8662265387271727
38,38,A,118.842,120.292,1.4500000000000028,2.3274955e-05,0.061491593070652176,171.57692314979943,-0.3248575625687929,-0.06823247407849037,-0.0036985033331226966
39,39,A,130.978,131.321,0.3429999999999893,1.6984512e-06,0.027299360795454544,120.69555439856595,-0.771233143844115,-0.6472231621628428,-0.4857085711466484
40,40,A,134.662,137.935,3.272999999999996,2.0877458e-05,0.05000853307038835,165.30752139235545,-0.60675771150468,0.17227007816157355,0.4754081014640674
41,41,A,138.569,141.504,2.9350000000000023,8.373833e-06,0.038388459578804345,169.66428580250403,-0.5855822510566907,-0.12434518449506722,0.41779979364489106
42,42,A,146.8,147.223,0.4230000000000018,1.2155807e-05,0.05779157366071429,164.57365009473688,-0.3027727073005568,-0.3279314052555116,-0.3062641004849689
43,43,A,150.131,150.976,0.8449999999999989,6.677975e-05,0.04123263888888889,249.64227754599077,0.40421259212946986,-0.9092587396161975,0.18499315913970382
44,44,A,150.976,152.2,1.2239999999999895,6.9421105e-05,0.0751953125,161.54910498277556,-0.2818970465190796,0.1795141510801424,-0.13352335300696844
45,45,A,153.69,154.553,0.8629999999999995,2.8027973e-05,0.07512297453703703,177.44293595519653,-0.166779168615431,0.004091875682403461,-0.15239163907251638
46,46,A,154.553,156.277,1.7239999999999895,2.7365342e-05,0.063720703125,212.65672512437888,0.00792479765646384,-0.17012928638368133,0.24695829811363787
47,47,A,157.896,159.527,1.6310000000000002,3.9923034e-06,0.052437576593137254,94.20333756858788,-1.0553010270011034,0.19189338413351684,-0.2792255878605709
48,48,A,161.215,162.924,1.7090000000000032,2.2533894e-05,0.05677625868055555,171.56460787880886,-0.36700869810514275,-0.09040640565288582,0.07151378157458961
49,49,A,162.924,165.354,2.430000000000007,0.00022655485,0.06829512746710527,125.4071819502484,-0.5168275578932773,0.5695573366133603,0.006825919904216664
50,50,A,166.635,167.727,1.092000000000013,2.0268319e-05,0.034849330357142855,245.13212564654614,0.2562866860692875,-0.9579851638490458,0.24938944776480804
51,51,A,168.062,169.05,0.9879999999999995,9.96742e-06,0.04764679939516129,187.39929951823274,-0.20075772983069212,-0.4863436243949495,-0.04226891092231699
52,52,A,171.041,172.269,1.2280000000000086,9.115605e-06,0.08613782051282051,181.46780003405863,-0.16514670743700202,0.24305624883145938,-0.04306402962765566
53,53,A,172.508,174.07,1.5619999999999834,1.653093e-05,0.04791135204081633,197.83996795567884,-0.16237910509001688,-0.40343656118242816,0.15717895569768828
54,54,A,174.31,176.123,1.8129999999999882,4.1388048e-05,0.07358484100877193,208.36752782891384,0.0104947020778468,0.04205654444562492,0.23886917360402338
55,55,A,181.28,182.41,1.1299999999999955,7.2807474e-05,0.03639051649305555,190.34117050003786,-0.13581752449707962,-0.6340682247500878,0.006564661480490532
56,56,A,182.583,185.263,2.680000000000007,5.9580736e-05,0.039172944568452384,224.09702066260854,-0.02204943118989413,-0.41483177798233734,0.5743271289392962
57,57,A,185.335,185.663,0.32800000000000296,1.7067528e-06,0.03426846590909091,54.514484864608356,-1.3121210424121739,-0.20839041965136723,-0.7864603295728796
58,58,A,185.677,186.92,1.242999999999995,4.351757e-06,0.058255709134615384,140.71938875378288,-0.6014018925036189,-0.024424492922612524,-0.18708528358114013
59,59,A,188.07,189.293,1.2230000000000132,1.571089e-05,0.04812700320512821,217.98036472787723,0.044035442898135393,-0.5741049083210018,0.15335233993681044
60,60,A,189.303,189.527,0.22399999999998954,6.18282e-06,0.046875,245.74561669678354,0.368243217151083,-0.9565025575117752,0.007516390779339375
61,61,A,193.185,193.46,0.2750000000000057,8.408219e-05,0.057671440972222224,202.0150533711233,0.13129311731856,-0.5183987404630842,-0.19879965994747978
62,62,A,194.0,194.945,0.9449999999999932,0.0005297938,0.06603190104166666,216.5028442971715,0.830846403692385,-0.12597656636950746,-0.0635552709929506
63,63,A,194.945,198.195,3.25,6.4654334e-05,0.07961377910539216,138.29056456090188,-0.6864671152745683,0.8149427725748141,0.3102731520851528
64,64,A,198.79,200.64,1.8499999999999943,1.5824016e-05,0.05085701778017242,175.79521239558179,-0.37252107076124247,-0.1821375573930937,0.13591017542582953
65,65,A,201.255,203.045,1.789999999999992,1.9529909e-05,0.07761928013392858,175.7859785255869,-0.28291066123820063,0.2562302862304667,0.09089890715109138
66,66,A,205.87,207.01,1.1399999999999864,0.00012541645,0.03573947482638889,245.01621749067883,0.39967567692985795,-0.8906417765805794,0.23714250898874528
67,67,A,208.75,213.835,5.085000000000008,3.1262203e-05,0.05517578125,192.05203797417505,-0.5402275970569842,0.5333248622837478,1.0756758935948827
68,68,A,216.53,217.073,0.5430000000000064,4.4669327e-05,0.02714269301470588,204.4599744311734,-0.020337688525159197,-0.99998632588284,-0.07475790949461993
69,69,A,217.527,219.293,1.7660000000000196,5.8766662e-05,0.05442592075892857,191.86032700973666,-0.15667110135472542,-0.20277353016811597,0.16995832126575802
70,70,A,221.04,221.44,0.4000000000000057,2.0901429e-05,0.029371995192307692,199.85408802841462,-0.07114624529374532,-0.9808563724101113,-0.13059002454529328
71,71,A,221.66,223.79,2.1299999999999955,7.927067e-06,0.06339639692164178,148.2579487962701,-0.6105378266637138,0.2229143272627084,0.0800907220793011
72,72,A,228.87,229.193,0.3230000000000075,2.9529823e-05,0.03622159090909091,267.2848488653875,0.5424841195056488,-1.2103807840438499,0.1343473565925995
73,73,A,229.193,230.433,1.2399999999999807,1.1639107e-05,0.062362279647435896,195.50472227965605,-0.11298450318979093,-0.2221372659432459,0.045764469965691904
74,74,A,232.17,232.28,0.11000000000001364,1.8425815e-06,0.0225830078125,211.27533460222983,0.01002712783119725,-1.2228272182687476,-0.1478421208787526
75,75,A,232.527,233.49,0.9630000000000223,7.914009e-06,0.030005670362903226,163.0865528618207,-0.4593175501216064,-0.6700557253995368,-0.13653206562663744
76,76,A,241.997,243.927,1.9299999999999784,2.2563194e-05,0.04688300461065574,161.64374795259502,-0.5034877829569614,-0.15914524176393688,0.09831371202011446
77,77,A,244.95,246.053,1.1030000000000086,6.875916e-05,0.05552455357142857,161.54687443139406,-0.32760049817311937,-0.17841447045733919,-0.1456872103677853
78,78,A,247.2,249.027,1.8269999999999982,0.00020687962,0.07798188308189655,171.76676595182767,-0.05832294057323813,0.36361182343003795,0.04052798661787392
79,79,A,249.1,249.537,0.4370000000000118,5.7970352e-05,0.05946568080357143,199.068516914576,0.05798344584052904,-0.4480905640702616,-0.16373772920887097
80,80,A,249.75,251.863,2.1129999999999995,7.78008e-05,0.06698198460820895,179.03938050595934,-0.23892327342712827,0.1556925602834373,0.1905352715656662
81,81,A,252.383,254.87,2.4869999999999948,1.3797223e-05,0.07257862580128205,154.77367236539774,-0.5576315141826518,0.42675444326953327,0.19443780229251098
82,82,A,255.597,256.25,0.6529999999999916,1.1058349e-05,0.03917875744047619,163.41461793342063,-0.3927363919166431,-0.5848052328169856,-0.22937118815059374
