,utterance_id,speaker,start,end,duration,energy,zcr,f0_mean,Factor1,Factor2
0,0,A,5.246,8.486,3.24,0.012767495,0.08692363664215687,85.60617801024392,1.1372681718898383,0.5250374399924864
1,1,A,8.99,10.126,1.1359999999999992,0.01100423,0.04307725694444445,87.10659617139915,0.47176192580412435,-0.697071518545196
2,2,A,10.593,11.076,0.48300000000000054,0.003519743,0.050140380859375,94.77828026209849,-0.46987259054502883,0.05895783244427193
3,3,A,11.546,13.763,2.2170000000000005,0.008384191,0.05751953125,118.73134288605095,0.811906697859042,0.026875517401685783
4,4,A,14.253,15.32,1.0670000000000002,0.0024898483,0.05620978860294118,85.95474108160555,-0.7005379514404684,0.3302605447209129
5,5,A,16.1,16.681,0.5809999999999995,0.0032827107,0.05088404605263158,95.19820790314519,-0.4863735404221617,0.10468607336027866
6,6,A,17.532,18.65,1.1179999999999986,0.007736962,0.048018973214285714,88.99527065957902,0.06285778002752945,-0.3014579426465684
7,7,A,20.246,21.503,1.2570000000000014,0.0047198124,0.062548828125,68.55003518953454,-0.6256958360422469,0.31993096078847016
8,8,A,22.779,23.383,0.6039999999999992,0.0053324886,0.09249074835526316,115.12455576712742,0.4715266193826592,1.1558660059659243
9,9,A,23.413,23.989,0.5760000000000005,0.010854045,0.02158717105263158,91.40605596840628,0.3382995662993369,-1.31895326954572
10,10,A,27.843,28.646,0.8030000000000008,0.011368045,0.03250826322115385,99.28319934832038,0.6449013579952354,-1.0243620060597753
11,11,A,31.91,32.67,0.7600000000000016,0.005329058,0.0384521484375,88.65207963811518,-0.3844663523174214,-0.406231070321502
12,12,A,32.909,36.813,3.9040000000000035,0.011299467,0.06264688135162602,115.6596911059395,1.3119646961823623,0.03721029193638951
13,13,A,37.18,38.99,1.8100000000000023,0.01292901,0.06668893914473684,104.01221046191506,1.2611838945679348,-0.11306503102449977
14,14,A,39.405,43.11,3.7049999999999983,0.00922661,0.05919989224137931,107.77193479778813,0.8335937162073089,0.07684944039209989
15,15,A,43.496,45.946,2.4499999999999957,0.004072294,0.036862063717532464,85.34204022722021,-0.5474299175948593,-0.2621710889114773
16,16,A,48.246,51.35,3.103999999999999,0.0049317554,0.0501335299744898,105.02771184686924,0.05862759313461953,0.11513433795499864
17,17,A,51.916,54.66,2.7439999999999998,0.0030432818,0.03885242550872093,80.44053994793126,-0.7540966093167689,-0.11680650223227776
